benchmark,suite,task,instruction,episode,rolloutIndex,status,seed,initStateId,steps,maxSteps,toolCalls,wallSeconds,durationSeconds,frames,video,poster
libero,libero_goal,libero_goal_t03,open the top drawer and put the bowl inside,libero_goal_t03_r08,8,failure,8,8,500,500,141,1460.088,25.55,511,media/libero/libero_goal_t03_r08.mp4,media/libero/libero_goal_t03_r08.jpg
libero,libero_goal,libero_goal_t03,open the top drawer and put the bowl inside,libero_goal_t03_r09,9,failure,9,9,496,500,128,1247.403,25.35,507,media/libero/libero_goal_t03_r09.mp4,media/libero/libero_goal_t03_r09.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r00,0,success,0,0,294,500,78,718.821,15.25,305,media/libero/libero_goal_t04_r00.mp4,media/libero/libero_goal_t04_r00.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r01,1,success,1,1,288,500,75,679.905,14.95,299,media/libero/libero_goal_t04_r01.mp4,media/libero/libero_goal_t04_r01.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r02,2,success,2,2,306,500,83,745.904,15.85,317,media/libero/libero_goal_t04_r02.mp4,media/libero/libero_goal_t04_r02.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r03,3,success,3,3,297,500,80,656.059,15.4,308,media/libero/libero_goal_t04_r03.mp4,media/libero/libero_goal_t04_r03.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r04,4,success,4,4,327,500,90,783.416,16.9,338,media/libero/libero_goal_t04_r04.mp4,media/libero/libero_goal_t04_r04.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r05,5,success,5,5,302,500,81,677.675,15.65,313,media/libero/libero_goal_t04_r05.mp4,media/libero/libero_goal_t04_r05.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r06,6,success,6,6,281,500,74,646.822,14.6,292,media/libero/libero_goal_t04_r06.mp4,media/libero/libero_goal_t04_r06.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r07,7,success,7,7,343,500,95,821.981,17.7,354,media/libero/libero_goal_t04_r07.mp4,media/libero/libero_goal_t04_r07.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r08,8,success,8,8,318,500,83,739.159,16.45,329,media/libero/libero_goal_t04_r08.mp4,media/libero/libero_goal_t04_r08.jpg
libero,libero_goal,libero_goal_t04,put the bowl on top of the cabinet,libero_goal_t04_r09,9,success,9,9,299,500,80,748.437,15.5,310,media/libero/libero_goal_t04_r09.mp4,media/libero/libero_goal_t04_r09.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r00,0,failure,0,0,491,500,142,1473.554,25.1,502,media/libero/libero_goal_t05_r00.mp4,media/libero/libero_goal_t05_r00.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r01,1,failure,1,1,500,500,146,1063.771,25.55,511,media/libero/libero_goal_t05_r01.mp4,media/libero/libero_goal_t05_r01.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r02,2,failure,2,2,427,500,125,1183.332,21.9,438,media/libero/libero_goal_t05_r02.mp4,media/libero/libero_goal_t05_r02.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r03,3,failure,3,3,495,500,143,1543.698,25.3,506,media/libero/libero_goal_t05_r03.mp4,media/libero/libero_goal_t05_r03.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r04,4,failure,4,4,498,500,144,1280.058,25.45,509,media/libero/libero_goal_t05_r04.mp4,media/libero/libero_goal_t05_r04.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r05,5,failure,5,5,485,500,137,1355.501,24.8,496,media/libero/libero_goal_t05_r05.mp4,media/libero/libero_goal_t05_r05.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r06,6,failure,6,6,465,500,131,1165.142,23.8,476,media/libero/libero_goal_t05_r06.mp4,media/libero/libero_goal_t05_r06.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r07,7,failure,7,7,470,500,134,1444.488,24.05,481,media/libero/libero_goal_t05_r07.mp4,media/libero/libero_goal_t05_r07.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r08,8,failure,8,8,486,500,138,1207.211,24.85,497,media/libero/libero_goal_t05_r08.mp4,media/libero/libero_goal_t05_r08.jpg
libero,libero_goal,libero_goal_t05,push the plate to the front of the stove,libero_goal_t05_r09,9,failure,9,9,493,500,143,1492.233,25.2,504,media/libero/libero_goal_t05_r09.mp4,media/libero/libero_goal_t05_r09.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r00,0,success,0,0,251,500,69,516.375,13.1,262,media/libero/libero_goal_t06_r00.mp4,media/libero/libero_goal_t06_r00.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r01,1,success,1,1,258,500,73,566.94,13.45,269,media/libero/libero_goal_t06_r01.mp4,media/libero/libero_goal_t06_r01.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r02,2,success,2,2,254,500,71,542.292,13.25,265,media/libero/libero_goal_t06_r02.mp4,media/libero/libero_goal_t06_r02.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r03,3,success,3,3,260,500,75,577.903,13.55,271,media/libero/libero_goal_t06_r03.mp4,media/libero/libero_goal_t06_r03.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r04,4,success,4,4,280,500,79,666.058,14.55,291,media/libero/libero_goal_t06_r04.mp4,media/libero/libero_goal_t06_r04.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r05,5,success,5,5,288,500,81,647.391,14.95,299,media/libero/libero_goal_t06_r05.mp4,media/libero/libero_goal_t06_r05.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r06,6,success,6,6,258,500,71,512.747,13.45,269,media/libero/libero_goal_t06_r06.mp4,media/libero/libero_goal_t06_r06.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r07,7,success,7,7,221,500,60,503.778,11.6,232,media/libero/libero_goal_t06_r07.mp4,media/libero/libero_goal_t06_r07.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r08,8,success,8,8,254,500,71,554.213,13.25,265,media/libero/libero_goal_t06_r08.mp4,media/libero/libero_goal_t06_r08.jpg
libero,libero_goal,libero_goal_t06,put the cream cheese in the bowl,libero_goal_t06_r09,9,success,9,9,280,500,79,683.419,14.55,291,media/libero/libero_goal_t06_r09.mp4,media/libero/libero_goal_t06_r09.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r00,0,success,0,0,184,500,53,439.614,9.75,195,media/libero/libero_goal_t07_r00.mp4,media/libero/libero_goal_t07_r00.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r01,1,success,1,1,209,500,62,551.843,11.0,220,media/libero/libero_goal_t07_r01.mp4,media/libero/libero_goal_t07_r01.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r02,2,success,2,2,188,500,55,474.584,9.95,199,media/libero/libero_goal_t07_r02.mp4,media/libero/libero_goal_t07_r02.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r03,3,success,3,3,176,500,51,452.859,9.35,187,media/libero/libero_goal_t07_r03.mp4,media/libero/libero_goal_t07_r03.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r04,4,success,4,4,205,500,60,531.373,10.8,216,media/libero/libero_goal_t07_r04.mp4,media/libero/libero_goal_t07_r04.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r05,5,success,5,5,203,500,59,512.703,10.7,214,media/libero/libero_goal_t07_r05.mp4,media/libero/libero_goal_t07_r05.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r06,6,success,6,6,202,500,58,516.894,10.65,213,media/libero/libero_goal_t07_r06.mp4,media/libero/libero_goal_t07_r06.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r07,7,success,7,7,191,500,56,463.802,10.1,202,media/libero/libero_goal_t07_r07.mp4,media/libero/libero_goal_t07_r07.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r08,8,success,8,8,189,500,54,477.251,10.0,200,media/libero/libero_goal_t07_r08.mp4,media/libero/libero_goal_t07_r08.jpg
libero,libero_goal,libero_goal_t07,turn on the stove,libero_goal_t07_r09,9,success,9,9,198,500,57,517.412,10.45,209,media/libero/libero_goal_t07_r09.mp4,media/libero/libero_goal_t07_r09.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r00,0,success,0,0,355,500,95,839.556,18.3,366,media/libero/libero_goal_t08_r00.mp4,media/libero/libero_goal_t08_r00.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r01,1,success,1,1,271,500,80,640.984,14.1,282,media/libero/libero_goal_t08_r01.mp4,media/libero/libero_goal_t08_r01.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r02,2,success,2,2,258,500,75,583.881,13.45,269,media/libero/libero_goal_t08_r02.mp4,media/libero/libero_goal_t08_r02.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r03,3,success,3,3,230,500,66,561.526,12.05,241,media/libero/libero_goal_t08_r03.mp4,media/libero/libero_goal_t08_r03.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r04,4,success,4,4,423,500,118,984.206,21.7,434,media/libero/libero_goal_t08_r04.mp4,media/libero/libero_goal_t08_r04.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r05,5,success,5,5,370,500,95,861.678,19.05,381,media/libero/libero_goal_t08_r05.mp4,media/libero/libero_goal_t08_r05.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r06,6,success,6,6,343,500,92,808.618,17.7,354,media/libero/libero_goal_t08_r06.mp4,media/libero/libero_goal_t08_r06.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r07,7,success,7,7,401,500,107,984.085,20.6,412,media/libero/libero_goal_t08_r07.mp4,media/libero/libero_goal_t08_r07.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r08,8,success,8,8,356,500,99,854.263,18.35,367,media/libero/libero_goal_t08_r08.mp4,media/libero/libero_goal_t08_r08.jpg
libero,libero_goal,libero_goal_t08,put the bowl on the plate,libero_goal_t08_r09,9,success,9,9,225,500,65,520.366,11.8,236,media/libero/libero_goal_t08_r09.mp4,media/libero/libero_goal_t08_r09.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r00,0,success,0,0,306,500,79,784.329,15.85,317,media/libero/libero_goal_t09_r00.mp4,media/libero/libero_goal_t09_r00.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r01,1,success,1,1,225,500,61,592.19,11.8,236,media/libero/libero_goal_t09_r01.mp4,media/libero/libero_goal_t09_r01.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r02,2,success,2,2,281,500,74,669.408,14.6,292,media/libero/libero_goal_t09_r02.mp4,media/libero/libero_goal_t09_r02.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r03,3,failure,3,3,392,500,102,972.44,20.15,403,media/libero/libero_goal_t09_r03.mp4,media/libero/libero_goal_t09_r03.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r04,4,failure,4,4,396,500,103,965.834,20.35,407,media/libero/libero_goal_t09_r04.mp4,media/libero/libero_goal_t09_r04.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r05,5,success,5,5,449,500,120,1334.312,23.0,460,media/libero/libero_goal_t09_r05.mp4,media/libero/libero_goal_t09_r05.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r06,6,success,6,6,295,500,76,783.482,15.3,306,media/libero/libero_goal_t09_r06.mp4,media/libero/libero_goal_t09_r06.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r07,7,success,7,7,246,500,67,604.911,12.85,257,media/libero/libero_goal_t09_r07.mp4,media/libero/libero_goal_t09_r07.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r08,8,success,8,8,385,500,105,1119.274,19.8,396,media/libero/libero_goal_t09_r08.mp4,media/libero/libero_goal_t09_r08.jpg
libero,libero_goal,libero_goal_t09,put the wine bottle on the rack,libero_goal_t09_r09,9,failure,9,9,409,500,111,1144.768,21.0,420,media/libero/libero_goal_t09_r09.mp4,media/libero/libero_goal_t09_r09.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r00,0,failure,0,0,477,500,137,1328.838,24.4,488,media/libero/libero_object_t00_r00.mp4,media/libero/libero_object_t00_r00.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r01,1,failure,1,1,433,500,123,1432.998,22.2,444,media/libero/libero_object_t00_r01.mp4,media/libero/libero_object_t00_r01.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r02,2,failure,2,2,431,500,121,1147.902,22.1,442,media/libero/libero_object_t00_r02.mp4,media/libero/libero_object_t00_r02.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r03,3,failure,3,3,456,500,130,1310.771,23.35,467,media/libero/libero_object_t00_r03.mp4,media/libero/libero_object_t00_r03.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r04,4,success,4,4,367,500,98,858.352,18.9,378,media/libero/libero_object_t00_r04.mp4,media/libero/libero_object_t00_r04.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r05,5,failure,5,5,457,500,129,1215.198,23.4,468,media/libero/libero_object_t00_r05.mp4,media/libero/libero_object_t00_r05.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r06,6,failure,6,6,434,500,124,1224.049,22.25,445,media/libero/libero_object_t00_r06.mp4,media/libero/libero_object_t00_r06.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r07,7,success,7,7,369,500,99,906.013,19.0,380,media/libero/libero_object_t00_r07.mp4,media/libero/libero_object_t00_r07.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r08,8,failure,8,8,443,500,125,1102.534,22.7,454,media/libero/libero_object_t00_r08.mp4,media/libero/libero_object_t00_r08.jpg
libero,libero_object,libero_object_t00,pick up the alphabet soup and place it in the basket,libero_object_t00_r09,9,failure,9,9,442,500,128,1239.003,22.65,453,media/libero/libero_object_t00_r09.mp4,media/libero/libero_object_t00_r09.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r00,0,success,0,0,330,500,88,817.682,17.05,341,media/libero/libero_object_t01_r00.mp4,media/libero/libero_object_t01_r00.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r01,1,success,1,1,427,500,118,1089.495,21.9,438,media/libero/libero_object_t01_r01.mp4,media/libero/libero_object_t01_r01.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r02,2,success,2,2,380,500,104,884.924,19.55,391,media/libero/libero_object_t01_r02.mp4,media/libero/libero_object_t01_r02.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r03,3,success,3,3,387,500,105,976.059,19.9,398,media/libero/libero_object_t01_r03.mp4,media/libero/libero_object_t01_r03.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r04,4,success,4,4,332,500,89,773.547,17.15,343,media/libero/libero_object_t01_r04.mp4,media/libero/libero_object_t01_r04.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r05,5,failure,5,5,500,500,159,1690.916,25.55,511,media/libero/libero_object_t01_r05.mp4,media/libero/libero_object_t01_r05.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r06,6,success,6,6,360,500,97,811.297,18.55,371,media/libero/libero_object_t01_r06.mp4,media/libero/libero_object_t01_r06.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r07,7,success,7,7,474,500,139,1561.887,24.25,485,media/libero/libero_object_t01_r07.mp4,media/libero/libero_object_t01_r07.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r08,8,success,8,8,335,500,88,754.542,17.3,346,media/libero/libero_object_t01_r08.mp4,media/libero/libero_object_t01_r08.jpg
libero,libero_object,libero_object_t01,pick up the cream cheese and place it in the basket,libero_object_t01_r09,9,success,9,9,343,500,91,735.295,17.7,354,media/libero/libero_object_t01_r09.mp4,media/libero/libero_object_t01_r09.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r00,0,success,0,0,367,500,102,1147.391,18.9,378,media/libero/libero_object_t02_r00.mp4,media/libero/libero_object_t02_r00.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r01,1,success,1,1,326,500,89,767.192,16.85,337,media/libero/libero_object_t02_r01.mp4,media/libero/libero_object_t02_r01.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r02,2,success,2,2,374,500,105,1000.082,19.25,385,media/libero/libero_object_t02_r02.mp4,media/libero/libero_object_t02_r02.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r03,3,success,3,3,349,500,96,903.472,18.0,360,media/libero/libero_object_t02_r03.mp4,media/libero/libero_object_t02_r03.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r04,4,success,4,4,354,500,98,801.048,18.25,365,media/libero/libero_object_t02_r04.mp4,media/libero/libero_object_t02_r04.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r05,5,success,5,5,372,500,102,894.679,19.15,383,media/libero/libero_object_t02_r05.mp4,media/libero/libero_object_t02_r05.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r06,6,success,6,6,336,500,92,756.352,17.35,347,media/libero/libero_object_t02_r06.mp4,media/libero/libero_object_t02_r06.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r07,7,success,7,7,345,500,94,820.604,17.8,356,media/libero/libero_object_t02_r07.mp4,media/libero/libero_object_t02_r07.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r08,8,success,8,8,366,500,102,1110.441,18.85,377,media/libero/libero_object_t02_r08.mp4,media/libero/libero_object_t02_r08.jpg
libero,libero_object,libero_object_t02,pick up the salad dressing and place it in the basket,libero_object_t02_r09,9,success,9,9,355,500,98,967.242,18.3,366,media/libero/libero_object_t02_r09.mp4,media/libero/libero_object_t02_r09.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r00,0,success,0,0,356,500,99,969.91,18.35,367,media/libero/libero_object_t03_r00.mp4,media/libero/libero_object_t03_r00.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r01,1,success,1,1,346,500,95,972.604,17.85,357,media/libero/libero_object_t03_r01.mp4,media/libero/libero_object_t03_r01.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r02,2,success,2,2,427,500,121,1148.214,21.9,438,media/libero/libero_object_t03_r02.mp4,media/libero/libero_object_t03_r02.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r03,3,success,3,3,351,500,97,862.582,18.1,362,media/libero/libero_object_t03_r03.mp4,media/libero/libero_object_t03_r03.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r04,4,success,4,4,318,500,86,665.958,16.45,329,media/libero/libero_object_t03_r04.mp4,media/libero/libero_object_t03_r04.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r05,5,success,5,5,348,500,97,791.756,17.95,359,media/libero/libero_object_t03_r05.mp4,media/libero/libero_object_t03_r05.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r06,6,success,6,6,454,500,127,1142.779,23.25,465,media/libero/libero_object_t03_r06.mp4,media/libero/libero_object_t03_r06.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r07,7,success,7,7,425,500,120,983.084,21.8,436,media/libero/libero_object_t03_r07.mp4,media/libero/libero_object_t03_r07.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r08,8,success,8,8,361,500,101,851.991,18.6,372,media/libero/libero_object_t03_r08.mp4,media/libero/libero_object_t03_r08.jpg
libero,libero_object,libero_object_t03,pick up the bbq sauce and place it in the basket,libero_object_t03_r09,9,success,9,9,363,500,99,820.942,18.7,374,media/libero/libero_object_t03_r09.mp4,media/libero/libero_object_t03_r09.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r00,0,failure,0,0,469,500,135,1204.84,24.0,480,media/libero/libero_object_t04_r00.mp4,media/libero/libero_object_t04_r00.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r01,1,success,1,1,374,500,99,823.187,19.25,385,media/libero/libero_object_t04_r01.mp4,media/libero/libero_object_t04_r01.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r02,2,success,2,2,480,500,129,1161.499,24.55,491,media/libero/libero_object_t04_r02.mp4,media/libero/libero_object_t04_r02.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r03,3,success,3,3,475,500,124,1125.836,24.3,486,media/libero/libero_object_t04_r03.mp4,media/libero/libero_object_t04_r03.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r04,4,success,4,4,376,500,100,840.036,19.35,387,media/libero/libero_object_t04_r04.mp4,media/libero/libero_object_t04_r04.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r05,5,success,5,5,390,500,106,867.625,20.05,401,media/libero/libero_object_t04_r05.mp4,media/libero/libero_object_t04_r05.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r06,6,success,6,6,388,500,105,846.172,19.95,399,media/libero/libero_object_t04_r06.mp4,media/libero/libero_object_t04_r06.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r07,7,failure,7,7,468,500,136,1296.152,23.95,479,media/libero/libero_object_t04_r07.mp4,media/libero/libero_object_t04_r07.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r08,8,success,8,8,359,500,95,906.29,18.5,370,media/libero/libero_object_t04_r08.mp4,media/libero/libero_object_t04_r08.jpg
libero,libero_object,libero_object_t04,pick up the ketchup and place it in the basket,libero_object_t04_r09,9,success,9,9,486,500,127,1363.148,24.85,497,media/libero/libero_object_t04_r09.mp4,media/libero/libero_object_t04_r09.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r00,0,success,0,0,316,500,86,678.526,16.35,327,media/libero/libero_object_t05_r00.mp4,media/libero/libero_object_t05_r00.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r01,1,success,1,1,339,500,92,717.425,17.5,350,media/libero/libero_object_t05_r01.mp4,media/libero/libero_object_t05_r01.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r02,2,success,2,2,327,500,87,661.58,16.9,338,media/libero/libero_object_t05_r02.mp4,media/libero/libero_object_t05_r02.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r03,3,success,3,3,315,500,85,678.084,16.3,326,media/libero/libero_object_t05_r03.mp4,media/libero/libero_object_t05_r03.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r04,4,success,4,4,310,500,83,671.715,16.05,321,media/libero/libero_object_t05_r04.mp4,media/libero/libero_object_t05_r04.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r05,5,success,5,5,310,500,83,707.757,16.05,321,media/libero/libero_object_t05_r05.mp4,media/libero/libero_object_t05_r05.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r06,6,success,6,6,345,500,93,763.328,17.8,356,media/libero/libero_object_t05_r06.mp4,media/libero/libero_object_t05_r06.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r07,7,success,7,7,319,500,85,687.896,16.5,330,media/libero/libero_object_t05_r07.mp4,media/libero/libero_object_t05_r07.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r08,8,success,8,8,310,500,83,630.061,16.05,321,media/libero/libero_object_t05_r08.mp4,media/libero/libero_object_t05_r08.jpg
libero,libero_object,libero_object_t05,pick up the tomato sauce and place it in the basket,libero_object_t05_r09,9,success,9,9,321,500,84,666.83,16.6,332,media/libero/libero_object_t05_r09.mp4,media/libero/libero_object_t05_r09.jpg
libero,libero_object,libero_object_t06,pick up the butter and place it in the basket,libero_object_t06_r00,0,success,0,0,360,500,93,774.495,18.55,371,media/libero/libero_object_t06_r00.mp4,media/libero/libero_object_t06_r00.jpg
libero,libero_object,libero_object_t06,pick up the butter and place it in the basket,libero_object_t06_r01,1,success,1,1,388,500,104,896.62,19.95,399,media/libero/libero_object_t06_r01.mp4,media/libero/libero_object_t06_r01.jpg
libero,libero_object,libero_object_t06,pick up the butter and place it in the basket,libero_object_t06_r02,2,success,2,2,395,500,104,856.169,20.3,406,media/libero/libero_object_t06_r02.mp4,media/libero/libero_object_t06_r02.jpg
libero,libero_object,libero_object_t06,pick up the butter and place it in the basket,libero_object_t06_r03,3,success,3,3,379,500,100,856.732,19.5,390,media/libero/libero_object_t06_r03.mp4,media/libero/libero_object_t06_r03.jpg
libero,libero_object,libero_object_t06,pick up the butter and place it in the basket,libero_object_t06_r04,4,success,4,4,356,500,91,749.011,18.35,367,media/libero/libero_object_t06_r04.mp4,media/libero/libero_object_t06_r04.jpg
libero,libero_object,libero_object_t06,pick up the butter and place it in the basket,libero_object_t06_r05,5,success,5,5,373,500,98,792.337,19.2,384,media/libero/libero_object_t06_r05.mp4,media/libero/libero_object_t06_r05.jpg
